vera level	623_Positive
kaari thuppiduvaaru	001_Positive
kaararhal yaareme	001_Positive
kaar pasangala	001_Positive
kaappaan right	001_Positive
kaapan trending	001_Positive
kaapan movie	001_Positive
kaapaan vs	001_Positive
kaapaan fans	001_Positive
kaanum thalaivar	001_Positive
kaanoomaa appoo	001_Positive
kaangga ve	001_Positive
kaandula irukkom	001_Positive
kaandula iruka	001_Positive
kaandla irukken	001_Positive
kaandla irukkaru	001_Positive
kaand la	001_Positive
kaanave illeeyy	001_Positive
kaaname poyivudum	001_Positive
kaanaama poiduchi	001_Positive
kaanaa we	001_Positive
kaana valthukkal	001_Positive
kaana mass	001_Positive
kaana kankodi	001_Positive
kaana kan	001_Positive
kaaminga da	001_Positive
kaamikuraru yeppa	001_Positive
kaamikala movie	001_Positive
kaamichutan ta	001_Positive
kaalla vizhunthu	001_Positive
kaaliyude aattathe	001_Positive
kaaliyoda attatha	001_Positive
kaaliyoda aattatha	001_Positive
kaaliyoda aaddaththa	001_Positive
kaalioda atatha	001_Positive
kaalila vizhundhu	001_Positive
kaali yooda	001_Positive
kaali wow	001_Positive
kaali singaar	001_Positive
kaali odee	001_Positive
kaali na	001_Positive
kaali kaala	001_Positive
kaali is	001_Positive
kaali i	001_Positive
kaali dhan	001_Positive
kaali dha	001_Positive
kaali da	001_Positive
kaali attam	001_Positive
kaalathukku pakkava	001_Positive
kaalam varum	001_Positive
kaalam ithula	001_Positive
kaalaila ye	001_Positive
kaalaila enthirucha	001_Positive
kaala vaiyungaadaa	001_Positive
kaala sema	001_Positive
kaala s	001_Positive
kaala poraduvom	001_Positive
kaala paatha	001_Positive
kaala mudinchu	001_Positive
kaala movie	001_Positive
kaala kaabali	001_Positive
kaala ipo	001_Positive
kaala epdi	001_Positive
kaakum pothu	001_Positive
kaakum ajith	001_Positive
kaaka padam	001_Positive
kaaha oru	001_Positive
kaage poi	001_Positive
kaagave padam	001_Positive
kaagaa movie	001_Positive
kaaga waiting	001_Positive
kaaga wait	001_Positive
kaaga ve	001_Positive
kaaga thalaivar	001_Positive
kaaga tha	001_Positive
kaaga naa	001_Positive
kaaga like	001_Positive
kaaga intha	001_Positive
kaaga dhan	001_Positive
kaadu irrundha	001_Positive
kaadu irndha	001_Positive
kaadu eruntha	001_Positive
kaadrathala innorutthara	001_Positive
kaadhal kondein	001_Positive
kaada iruntha	001_Positive
kaabali thalaivar	001_Positive
kaa supuraaj	001_Positive
kaa romba	001_Positive
kaa baapp	001_Positive
ka wait	001_Positive
ka tamil	001_Positive
ka super	001_Positive
ka south	001_Positive
ka pink	001_Positive
ka pa	001_Positive
ka naam	001_Positive
ka na	001_Positive
ka mc	001_Positive
ka maduum	001_Positive
ka irukumo	001_Positive
ka intzar	001_Positive
ka ga	001_Positive
ka coppy	001_Positive
ka chutiyapa	001_Positive
ka bawasir	001_Positive
ka bap	001_Positive
ka badhila	001_Positive
ka adichi	001_Positive
k wow	001_Positive
k team	001_Positive
k samne	001_Positive
k mass	001_Positive
k k	001_Positive
k fans	001_Positive
k dislikers	001_Positive
k dislike	001_Positive
k dhanush	001_Positive
k comments	001_Positive
k cmt	001_Positive
k balance	001_Positive
k anna	001_Positive
k alaavaa	001_Positive
jv prakash	001_Positive
justice for	001_Positive
just thalaivar	001_Positive
just thala	001_Positive
just rocked	001_Positive
just nailed	001_Positive
just miss	001_Positive
just mass	001_Positive
just makes	001_Positive
just lv	001_Positive
just loving	001_Positive
just hit	001_Positive
just goosebumps	001_Positive
just awesome	001_Positive
just an	001_Positive
just amaazing	001_Positive
just 8	001_Positive
just 4k	001_Positive
just 4	001_Positive
just 3	001_Positive
just 280	001_Positive
just 25k	001_Positive
just 240k	001_Positive
just 20k	001_Positive
just 2	001_Positive
just 1hour	001_Positive
just 18	001_Positive
just 10million	001_Positive
just 1	001_Positive
june 16	001_Positive
jump shot	001_Positive
jump panni	001_Positive
july1 20m	001_Positive
july 19	001_Positive
julie niyapagam	001_Positive
judge thala	001_Positive
judge munnadi	001_Positive
judge kathiyeh	001_Positive
judge avara	001_Positive
jst 250k	001_Positive
jst 1k	001_Positive
journal aa	001_Positive
jore ah	001_Positive
joora kai	001_Positive
jonjo odhingiru	001_Positive
joner la	001_Positive
jollyy indha	001_Positive
jollya polam	001_Positive
jolly night	001_Positive
joker like	001_Positive
joker ku	001_Positive
joker avea	001_Positive
join panna	001_Positive
join pana	001_Positive
johnny patha	001_Positive
job waiting	001_Positive
job sankar	001_Positive
job mr	001_Positive
jo bollywood	001_Positive
jithu kaali	001_Positive
jiiva kooda	001_Positive
jii vikraamm	001_Positive
jii sema	001_Positive
jii neega	001_Positive
ji we	001_Positive
ji trailer	001_Positive
ji sure	001_Positive
ji solla	001_Positive
ji semma	001_Positive
ji rajani	001_Positive
ji padam	001_Positive
ji n	001_Positive
ji muv	001_Positive
ji mugammudi	001_Positive
ji mersalayitan	001_Positive
ji likesa	001_Positive
ji ka	001_Positive
jeyikuromo illa	001_Positive
jeikum pakalam	001_Positive
jeikromo illaiyo	001_Positive
jeiklaamnundrathuku example	001_Positive
jeika vainga	001_Positive
jeeva siva	001_Positive
jeeva s	001_Positive
jeeva movie	001_Positive
jeeva in	001_Positive
jealous aghi	001_Positive
jaygiromo illayo	001_Positive
jaye kon	001_Positive
jayaraj music	001_Positive
jayamravi lov	001_Positive
jay note	001_Positive
jay in	001_Positive
jaunga ki	001_Positive
jathiya pathai	001_Positive
jathila pirachathu	001_Positive
jathi veri	001_Positive
jathee vari	001_Positive
japan i	001_Positive
january 2k19	001_Positive
janmam eduthalum	001_Positive
janane bala	001_Positive
jan10th superr	001_Positive
jan viswasam	001_Positive
jammed packed	001_Positive
james camroon	001_Positive
jaldra the	001_Positive
jaisi h	001_Positive
jaikkattum summa	001_Positive
jai thalivaa	001_Positive
jai rajinikanth	001_Positive
jai rajani	001_Positive
jai power	001_Positive
jai pavankalyan	001_Positive
jai karnataka	001_Positive
jai jai	001_Positive
jai ho	001_Positive
jai danush	001_Positive
jai ajith	001_Positive
jahat ta	001_Positive
jadanthu poganum	001_Positive
jackson wow	001_Positive
jackson super	001_Positive
jackson pakka	001_Positive
jackson music	001_Positive
jackson ka	001_Positive
jaasthi but	001_Positive
jaasthi aichu	001_Positive
jaadhi veri	001_Positive
j a	001_Positive
izukku meella	001_Positive
izu vijay	001_Positive
iz back	001_Positive
iyoo vera	001_Positive
iyoo therikuthu	001_Positive
iyoo marana	001_Positive
iyo mudiyala	001_Positive
iyo evlo	001_Positive
iyakam rasipuram	001_Positive
iyaiyo ithu	001_Positive
ivvlo naal	001_Positive
ivrukkum vityasam	001_Positive
ivra yerlium	001_Positive
ivolo nal	001_Positive
ivolo kavalom	001_Positive
ivlo young	001_Positive
ivlo visual	001_Positive
ivlo thairiyama	001_Positive
ivlo stylish	001_Positive
ivlo style	001_Positive
ivlo ragasiyama	001_Positive
ivlo nal	001_Positive
ivlo kammiya	001_Positive
ivlo irukka	001_Positive
ivlo irku	001_Positive
ivlo azhaga	001_Positive
ivlo alaga	001_Positive
ivlo actors	001_Positive
ivde like	001_Positive
ivaruku neekaru	001_Positive
ivaruku intha	001_Positive
ivaru vayasa	001_Positive
ivaru kita	001_Positive
ivaru alagum	001_Positive
ivaroda kalam	001_Positive
ivarku ellam	001_Positive
ivare pannirukalam	001_Positive
ivarala mattum	001_Positive
ivarada mutha	001_Positive
ivara troll	001_Positive
ivar tha	001_Positive
ivanum equalava	001_Positive
ivanuku nadikave	001_Positive
ivanugala thatti	001_Positive
ivantha poranthu	001_Positive
ivangalukkaka like	001_Positive
ivanga varisaila	001_Positive
ivanga appan	001_Positive
ivanga 3	001_Positive
ivana vachu	001_Positive
ivana ga	001_Positive
ivan tholla	001_Positive
ivan pandiyan	001_Positive
ivan mela	001_Positive
ivan manushaana	001_Positive
ivan kabali	001_Positive
ivalovu mass	001_Positive
ivalom mokka	001_Positive
ivalo naala	001_Positive
ivalo fasta	001_Positive
ivalo bayam	001_Positive
ivalavu mokkaiya	001_Positive
iurkare semmaa	001_Positive
ituku 450cr	001_Positive
ittu po	001_Positive
ittha paathu	001_Positive
itself flop	001_Positive
its vera	001_Positive
its true	001_Positive
its look	001_Positive
its just	001_Positive
its huge	001_Positive
its gonaa	001_Positive
its for	001_Positive
its book	001_Positive
its ajith	001_Positive
ithuvum pinnadiye	001_Positive
ithuve mass	001_Positive
ithuve masala	001_Positive
ithuvaraikkum illadha	001_Positive
ithuvaikkum annane	001_Positive
ithuthan marana	001_Positive
ithuthaan thalaivar	001_Positive
ithutha ethirpartheenn	001_Positive
ithupola nalla	001_Positive
ithum semmaya	001_Positive
ithulea yea	001_Positive
ithulaa semaa	001_Positive
ithula vara	001_Positive
ithula thodanguthu	001_Positive
ithula tapsi	001_Positive
ithula naa	001_Positive
ithula konjam	001_Positive
ithula kedaikum	001_Positive
ithula kasu	001_Positive
ithula evanga	001_Positive
ithula etho	001_Positive
ithula entha	001_Positive
ithula ajith	001_Positive
ithula 2k	001_Positive
ithuku mella	001_Positive
ithuku like	001_Positive
ithuku ethuku	001_Positive
ithuku apram	001_Positive
ithukkum podunga	001_Positive
ithukkum irunthu	001_Positive
ithukkum dislike	001_Positive
ithukku oru	001_Positive
ithukku munnadi	001_Positive
ithukku munnaadii	001_Positive
ithukku mela	001_Positive
ithukku appuram	001_Positive
ithukkagadha waite	001_Positive
ithukey tension	001_Positive
ithukakathan thala	001_Positive
ithukaga wait	001_Positive
ithua namma	001_Positive
ithu yuvann	001_Positive
ithu you	001_Positive
ithu vera	001_Positive
ithu vare	001_Positive
ithu unmathanee	001_Positive
ithu unma	001_Positive
ithu therikum	001_Positive
ithu thalaya	001_Positive
ithu thalai	001_Positive
ithu thaanda	001_Positive
ithu support	001_Positive
ithu sivakarthikeyan	001_Positive
ithu shankarala	001_Positive
ithu semmiya	001_Positive
ithu semma	001_Positive
ithu sakthiman	001_Positive
ithu rajini	001_Positive
ithu pol	001_Positive
ithu peru	001_Positive
ithu pengal	001_Positive
ithu pakkave	001_Positive
ithu pakka	001_Positive
ithu padathu	001_Positive
ithu old	001_Positive
ithu nee	001_Positive
ithu namma	001_Positive
ithu massoo	001_Positive
ithu maari	001_Positive
ithu kuda	001_Positive
ithu kollywood	001_Positive
ithu kanyakumari	001_Positive
ithu hindi	001_Positive
ithu enda	001_Positive
ithu ega	001_Positive
ithu eeveyraa	001_Positive
ithu dan	001_Positive
ithu comadey	001_Positive
ithu best	001_Positive
ithu athuku	001_Positive
ithu ammaa	001_Positive
ithu aj	001_Positive
ithu aana	001_Positive
ithu 15mins	001_Positive
ithu 1	001_Positive
ithoru break	001_Positive
ithoda 50	001_Positive
itho vanthutanga	001_Positive
ithi meegaman	001_Positive
ithey madhiri	001_Positive
ithey fire	001_Positive
ithellam yaarala	001_Positive
ithellam set	001_Positive
ithellam nambara	001_Positive
ithayellam epdi	001_Positive
ithathan vechi	001_Positive
ithanu makkale	001_Positive
ithanda nijamana	001_Positive
ithana paer	001_Positive
ithan thiruvila	001_Positive
ithan nesam	001_Positive
ithan diwali	001_Positive
ithan best	001_Positive
ithalyae miratal	001_Positive
ithalam kalanthu	001_Positive
ithalaiyum vanthu	001_Positive
ithaiyum mass	001_Positive
ithaium mokka	001_Positive
ithai ithu	001_Positive
ithaan thalaiver	001_Positive
ithaa kola	001_Positive
itha ya	001_Positive
itha vegam	001_Positive
itha trailer	001_Positive
itha thaan	001_Positive
itha solla	001_Positive
itha remake	001_Positive
itha poyu	001_Positive
itha pathalum	001_Positive
itha paathutu	001_Positive
itha paaka	001_Positive
itha nu	001_Positive
itha movie	001_Positive
itha moveku	001_Positive
itha maari	001_Positive
itha first	001_Positive
itha feel	001_Positive
itha da	001_Positive
ith namma	001_Positive
ith enna	001_Positive
item varunnundenn	001_Positive
item be	001_Positive
itdu ppa	001_Positive
ita yavudu	001_Positive
it works	001_Positive
it we	001_Positive
it was	001_Positive
it vikram	001_Positive
it up	001_Positive
it thala	001_Positive
it still	001_Positive
it so	001_Positive
it simple	001_Positive
it reminds	001_Positive
it ratchasan	001_Positive
it rajinikanth	001_Positive
it peaks	001_Positive
it nu	001_Positive
it no	001_Positive
it may	001_Positive
it mass	001_Positive
it love	001_Positive
it kk	001_Positive
it karthi	001_Positive
it if	001_Positive
it hugee	001_Positive
it huge	001_Positive
it hoping	001_Positive
it hit	001_Positive
it hindi	001_Positive
it going	001_Positive
it fools	001_Positive
it does	001_Positive
it big	001_Positive
it bgm	001_Positive
it also	001_Positive
it again	001_Positive
it 850k	001_Positive
it 800k	001_Positive
it 12	001_Positive
it 10m	001_Positive
issue based	001_Positive
isn t	001_Positive
ishttam from	001_Positive
ishtam vj	001_Positive
ishtam nawas	001_Positive
isai thalaivaa	001_Positive
isai puyal	001_Positive
is you	001_Positive
is wonderfull	001_Positive
is wonderful	001_Positive
is winderfull	001_Positive
is what	001_Positive
is waiting	001_Positive
is versatile	001_Positive
is unmatchable	001_Positive
is unique	001_Positive
is true	001_Positive
is thalivar	001_Positive
is thala	001_Positive
is tha	001_Positive
is tamil	001_Positive
is suitable	001_Positive
is south	001_Positive
is rocking	001_Positive
is rock	001_Positive
is remaked	001_Positive
is remake	001_Positive
is releasing	001_Positive
is real	001_Positive
is rajankanth	001_Positive
is prefer	001_Positive
is power	001_Positive
is ponuga	001_Positive
is our	001_Positive
is only	001_Positive
is one	001_Positive
is on	001_Positive
is omg	001_Positive
is next	001_Positive
is navajuddin	001_Positive
is mind	001_Positive
is marvellous	001_Positive
is marvel	001_Positive
is man	001_Positive
is malay	001_Positive
is maas	001_Positive
is maaran	001_Positive
is karunas	001_Positive
is intense	001_Positive
is gonna	001_Positive
is gonn	001_Positive
is for	001_Positive
is drunk	001_Positive
is dr	001_Positive
is dislike	001_Positive
is dance	001_Positive
is damn	001_Positive
is brighest	001_Positive
is bolokbastar	001_Positive
is beutifull	001_Positive
is basha	001_Positive
is bake	001_Positive
is backk	001_Positive
is awaiting	001_Positive
is asuran	001_Positive
is asura	001_Positive
is amazing	001_Positive
is ajith	001_Positive
is agree	001_Positive
is again	001_Positive
is 500k	001_Positive
is 2m	001_Positive
iruukku semma	001_Positive
iruu varathu	001_Positive
iruu illa	001_Positive
irutula film	001_Positive
irutntha evanalyum	001_Positive
iruthu padipa	001_Positive
iruthu mukkama	001_Positive
iruthu ellathaiyum	001_Positive
iruthu eduka	001_Positive
irutha semma	001_Positive
irutha sandha	001_Positive
irutha nalla	001_Positive
irutha nala	001_Positive
irutha mass	001_Positive
iruppen innum	001_Positive
iruppavargal inge	001_Positive
iruppanka pola	001_Positive
irupoma ila	001_Positive
irupom love	001_Positive
irupingalaa never	001_Positive
irupinga pola	001_Positive
irupathu nonku	001_Positive
irupan pola	001_Positive
irupan guess	001_Positive
irupaaru pola	001_Positive
irupa athuthan	001_Positive
irunthutuu poren	001_Positive
irunthuruntha views	001_Positive
irunthu yeduthuka	001_Positive
irunthu yarum	001_Positive
irunthu thalaivaroda	001_Positive
irunthu stutetsa	001_Positive
irunthu solrapula	001_Positive
irunthu paakuravanga	001_Positive
irunthu nagarave	001_Positive
irunthu naanga	001_Positive
irunthu mttum	001_Positive
irunthu kudicha	001_Positive
irunthu keela	001_Positive
irunthu irukoom	001_Positive
irunthu irukkalam	001_Positive
irunthu eduthakavemudiyathu	001_Positive
irunthu continuous	001_Positive
irunthu athukula	001_Positive
irunthu aduthukavey	001_Positive
irunthu 60	001_Positive
irunthichu thalapathy	001_Positive
irunthenka powli	001_Positive
irunthengala padam	001_Positive
irunthean nu	001_Positive
irunthalum set	001_Positive
irunthalum antha	001_Positive
irunthal like	001_Positive
irunthaalum vera	001_Positive
irunthaalum na	001_Positive
irunthaa singathaa	001_Positive
irunthaa sari	001_Positive
irunthaa poothum	001_Positive
irunthaa poathum	001_Positive
iruntha yeduthu	001_Positive
iruntha yeaduthukiduvanga	001_Positive
iruntha yeaduthaka	001_Positive
iruntha vangikuvanunga	001_Positive
iruntha vangikkuvanunga	001_Positive
iruntha ultimate	001_Positive
iruntha thalaivar	001_Positive
iruntha thaa	001_Positive
iruntha semmaya	001_Positive
iruntha semaya	001_Positive
iruntha sema	001_Positive
iruntha seiyalam	001_Positive
iruntha sanda	001_Positive
iruntha pudungikuvanunga	001_Positive
iruntha pudungikanuvo	001_Positive
iruntha pudungi	001_Positive
iruntha pudukiku	001_Positive
iruntha puduingikuvanunga	001_Positive
iruntha pudingipanganga	001_Positive
iruntha pudingikuvanunga	001_Positive
iruntha pudingikkuvanunga	001_Positive
iruntha pudingikivanga	001_Positive
iruntha pudingikiruvanunga	001_Positive
iruntha pudigikiduvanunga	001_Positive
iruntha pudienkikevanga	001_Positive
iruntha phona	001_Positive
iruntha payalukagaluku	001_Positive
iruntha oru	001_Positive
iruntha nalaa	001_Positive
iruntha nala	001_Positive
iruntha mothi	001_Positive
iruntha manusana	001_Positive
iruntha ivalo	001_Positive
iruntha fraud	001_Positive
iruntha enthirchu	001_Positive
iruntha ella	001_Positive
