text	category	text	category
173k views 173 k like pwoli	unknown_state	173k views 173 k like pwoli	unknown_state
ee vishu lucifer angu eduthu enn paranjekkan paranju	Positive	ee vishu lucifer angu eduthu enn paranjekkan paranju	Positive
jimikki kammal cross 99 m views	unknown_state	jimikki kammal cross 99 m views	not-malayalam
makkalee boxoffice pottitherikkan pokunnu katta waiting	Positive	makkalee boxoffice pottitherikkan pokunnu katta waiting	Positive
madhuraraja trailer kandathinu shesham ivide vannavar like adi	unknown_state	madhuraraja trailer kandathinu shesham ivide vannavar like adi	unknown_state
newton enna hindi cinema orma varunnu	unknown_state	newton enna hindi cinema orma varunnu	Mixed_feelings
dislike adicha ella mammuni pooranmarkum naduviral namaskaaram poy rodich theerkada pooranmaree	Negative	dislike adicha ella mammuni pooranmarkum naduviral namaskaaram poy rodich theerkada pooranmaree	Negative
tovino machante katta fans adikk like	unknown_state	tovino machante katta fans adikk like	unknown_state
raja murugan maduraraja sambhavam kidukki waiting for re entry of mammookka	Positive	raja murugan maduraraja sambhavam kidukki waiting for re entry of mammookka	Positive
haters noke kurachu kanjii edukatte pakkaa mass	Positive	haters noke kurachu kanjii edukatte pakkaa mass	Positive
eee trailer trendingil thanne nilkanam orupadu alukalilek ee trailer ethicheranam	Positive	eee trailer trendingil thanne nilkanam orupadu alukalilek ee trailer ethicheranam	unknown_state
ithanu njngak ishtamm olla mammooka padam hit avatte from an ettan fan	Positive	ithanu njngak ishtamm olla mammooka padam hit avatte from an ettan fan	Positive
0 46 vere level scene	Positive	0 46 vere level scene	Positive
die hard mohanlal sir fan	not-malayalam	die hard mohanlal sir fan	not-malayalam
ini saakshyam vahikkaan pokunnath adiyude idiyude vediyude pooram	unknown_state	ini saakshyam vahikkaan pokunnath adiyude idiyude vediyude pooram	unknown_state
trailor vannapol unlike adikunna kure pooranmar poi chathoode kunnakale	Negative	trailor vannapol unlike adikunna kure pooranmar poi chathoode kunnakale	Negative
1 26 voice over aaraanu ariyuo vivek oberoi kku dub cheythirikkunna voice	unknown_state	1 26 voice over aaraanu ariyuo vivek oberoi kku dub cheythirikkunna voice	unknown_state
raju ettan i ll raju ettan ilangil or ith indavilla	Positive	raju ettan i ll raju ettan ilangil or ith indavilla	Mixed_feelings
king of malayalam cinema megastar mammookka	not-malayalam	king of malayalam cinema megastar mammookka	not-malayalam
ee mammunnikk 10 million onnum ethikkaanulla traniyilla	unknown_state	ee mammunnikk 10 million onnum ethikkaanulla traniyilla	Negative
dislike adicha thayolikal etha vaa ithu polorennam kandittu dislike adikkan thonniyallo	Negative	dislike adicha thayolikal etha vaa ithu polorennam kandittu dislike adikkan thonniyallo	Negative
waiting for raju ettan and lalettan conbo	Positive	waiting for raju ettan and lalettan conbo	not-malayalam
mohanlal sir fan from karnataka	not-malayalam	mohanlal sir fan from karnataka	not-malayalam
ingalu puthu muga director aano rajuvetan	unknown_state	ingalu puthu muga director aano rajuvetan	unknown_state
l2 finale announcement post kand trailer	unknown_state	l2 finale announcement post kand trailer	unknown_state
bilal john kurishinkal john abraham palakkal	unknown_state	bilal john kurishinkal john abraham palakkal	unknown_state
cheyyu trailer erangunnathinu munp maximum likes	unknown_state	cheyyu trailer erangunnathinu munp maximum likes	unknown_state
memories d16 great father ganster p	Positive	memories d16 great father ganster p	unknown_state
aaraadaa dis like adichathe hae da da da	unknown_state	aaraadaa dis like adichathe hae da da da	Negative
dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar	Negative	dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar	Negative
dislike adikan vendi mathram trailer kanunna kure vanangalu	Negative	dislike adikan vendi mathram trailer kanunna kure vanangalu	Negative
kidu item ikka ith trendigil vannirikum	Positive	kidu item ikka ith trendigil vannirikum	Positive
see mamangam narrating by mammookka its fabulous this i just feel like olu abdunte penna nta penna	not-malayalam	see mamangam narrating by mammookka its fabulous this i just feel like olu abdunte penna nta penna	not-malayalam
marakkar like mammangam comment	unknown_state	marakkar like mammangam comment	not-malayalam
laletan ennum anganeya pwolichadakkum athan laletan	Positive	laletan ennum anganeya pwolichadakkum athan laletan	Positive
raja 100cr adikkumenn urappullavar like adikk	unknown_state	raja 100cr adikkumenn urappullavar like adikk	Positive
eee onam lalettanum pillerum agu eduthu	Positive	eee onam lalettanum pillerum agu eduthu	Positive
ettanu njngal vijay fansinde vaka vijayashamsakal	Positive	ettanu njngal vijay fansinde vaka vijayashamsakal	Positive
adhu ennavo namma tamizh rasigalukku mammootty sir mattum pidichu pogudhu	not-malayalam	adhu ennavo namma tamizh rasigalukku mammootty sir mattum pidichu pogudhu	not-malayalam
oru rakshayillaa mass nte extreme	Positive	oru rakshayillaa mass nte extreme	Positive
heavy waiting	Positive	heavy waiting	Positive
ee role cheyan lalettan mathrame pattu	Positive	ee role cheyan lalettan mathrame pattu	Positive
goosebumps kidilan trailer fdfs gamechangerofmollywood	Positive	goosebumps kidilan trailer fdfs gamechangerofmollywood	Positive
kuru pottikkan aarum varanda ith vere level aan makkale	Positive	kuru pottikkan aarum varanda ith vere level aan makkale	Negative
alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano	Positive	alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano	Positive
lalettaa oru rakshayumilla superb ettaa love you lot	Positive	lalettaa oru rakshayumilla superb ettaa love you lot	Positive
192k views 197k likes	unknown_state	192k views 197k likes	unknown_state
feels more like a tamil telugu masalappadam pokkiriraja comedy aayirunnu highlight ithil athum illennu thonunnu trailer nirashapeduthi	Positive	feels more like a tamil telugu masalappadam pokkiriraja comedy aayirunnu highlight ithil athum illennu thonunnu trailer nirashapeduthi	Negative
enth parayana pwolich adukki bgm vera level	Positive	enth parayana pwolich adukki bgm vera level	Positive
rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam	Positive	rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam	Mixed_feelings
for lucifer 3d	Positive	for lucifer 3d	not-malayalam
ikkaye big screenil kaanaan katta waiting ikka anbe	Positive	ikkaye big screenil kaanaan katta waiting ikka anbe	Positive
mollywood game changer magnum opus mamaangam	not-malayalam	mollywood game changer magnum opus mamaangam	not-malayalam
1m views and 150k likes	not-malayalam	1m views and 150k likes	not-malayalam
myr guhan nnthuva ee kattunnath	Positive	myr guhan nnthuva ee kattunnath	Negative
indian cinimayil mamankathe vellan anoruttan vere janikanam	Positive	indian cinimayil mamankathe vellan anoruttan vere janikanam	Positive
oru janathayude nayakan megastar ammukka in as hollywood level movie	Positive	oru janathayude nayakan megastar ammukka in as hollywood level movie	Positive
ikka fans onnu like cheythit po	unknown_state	ikka fans onnu like cheythit po	unknown_state
ikka haters onn ood kandam vazhy	Positive	ikka haters onn ood kandam vazhy	Negative
ettan fan adichu polikyeda like button	unknown_state	ettan fan adichu polikyeda like button	unknown_state
veree leval mommukkaa marana maas	Positive	veree leval mommukkaa marana maas	Positive
dislike adicha mamookante fanse odu myrukale	Negative	dislike adicha mamookante fanse odu myrukale	Negative
ithentha big b remakeoo ennayaalum maass item ann mammuka vere level	Positive	ithentha big b remakeoo ennayaalum maass item ann mammuka vere level	Positive
malayala cinemayude range maatti rachikkuvaan pokunna mamanga maholsavathinu thiri koluthi waiting for nov 21 mammookka mamangam fdfs	Positive	malayala cinemayude range maatti rachikkuvaan pokunna mamanga maholsavathinu thiri koluthi waiting for nov 21 mammookka mamangam fdfs	Positive
padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	Mixed_feelings	padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	Mixed_feelings
lalettan kiduki ithu verum mass alla marana mass fdfs ne pwolikane appo engane ettan fans	Positive	lalettan kiduki ithu verum mass alla marana mass fdfs ne pwolikane appo engane ettan fans	Positive
a fan from bangladesh mamookka ki jai	Positive	a fan from bangladesh mamookka ki jai	not-malayalam
hindi me kabhi aayega trailer and movie	not-malayalam	hindi me kabhi aayega trailer and movie	not-malayalam
thala ajith and mammooty sir fans kanyakumari	not-malayalam	thala ajith and mammooty sir fans kanyakumari	not-malayalam
trailer igane aanekil	Positive	trailer igane aanekil	Positive
yethanu trailer trendigil varaathath vaishaketta nigal kaanunille	Positive	yethanu trailer trendigil varaathath vaishaketta nigal kaanunille	Negative
trailer kanan vanna katta lalettan fans undel like adikku machanmare	unknown_state	trailer kanan vanna katta lalettan fans undel like adikku machanmare	unknown_state
ithine okke anu trailer ennu parayunnathu	Positive	ithine okke anu trailer ennu parayunnathu	Positive
kidu lucifer a10	Positive	kidu lucifer a10	Positive
kola mass item lalettan polichu	Positive	kola mass item lalettan polichu	Positive
mass uff no reksha ingale powliyaane lalettaa lb u	Positive	mass uff no reksha ingale powliyaane lalettaa lb u	Positive
naalu bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte japan	unknown_state	naalu bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte japan	unknown_state
hahah dislike kuranju athu mammoottyy fans annanu parayyoo	unknown_state	hahah dislike kuranju athu mammoottyy fans annanu parayyoo	unknown_state
1st show njaan ang edukkuvaa	unknown_state	1st show njaan ang edukkuvaa	Positive
ente laletta powli romanjam umma love you laletta raju etta ningalu powliyanu	Positive	ente laletta powli romanjam umma love you laletta raju etta ningalu powliyanu	Positive
adukala oru aan kutiye palathum padipikum parasyam kand vannavar	Positive	adukala oru aan kutiye palathum padipikum parasyam kand vannavar	unknown_state
dislike adichu de grade cheyyamennathu mohamalla setanmare vyamoham	Positive	dislike adichu de grade cheyyamennathu mohamalla setanmare vyamoham	Negative
ikka ella malayalikaludeyum ahangaramaya vigaramanu love uu ikkakkaa	Positive	ikka ella malayalikaludeyum ahangaramaya vigaramanu love uu ikkakkaa	Positive
suraaj ettan last dialogue very funny	Positive	suraaj ettan last dialogue very funny	Positive
trailer adipoli ayyi but yevedokko pulimurugan feal vannille	Positive	trailer adipoli ayyi but yevedokko pulimurugan feal vannille	Mixed_feelings
padam ennum kandu eppazum kannan thonunna padam	Positive	padam ennum kandu eppazum kannan thonunna padam	Positive
i m wishing long young life to mammokka	not-malayalam	i m wishing long young life to mammokka	not-malayalam
schoolile pillare kandille thaadiyum meeshayum okke undllo	Mixed_feelings	schoolile pillare kandille thaadiyum meeshayum okke undllo	Mixed_feelings
karnataka superstar kichcha sudeep fans one like	not-malayalam	karnataka superstar kichcha sudeep fans one like	not-malayalam
mammookkass good intro good dailogue	not-malayalam	mammookkass good intro good dailogue	not-malayalam
sarkar teaser likes vs odiyan trailer views	unknown_state	sarkar teaser likes vs odiyan trailer views	not-malayalam
once a king	not-malayalam	once a king	Positive
kalath chaya kudikkunnathinu munpu trailer nokiyavar arokke	unknown_state	kalath chaya kudikkunnathinu munpu trailer nokiyavar arokke	unknown_state
1 10 kalippu on unda	Positive	1 10 kalippu on unda	not-malayalam
i am waiting for kappan moganla and surya	Positive	i am waiting for kappan moganla and surya	not-malayalam
trailer iragunnathinu mumba dislike adikkunnavarkk naduviral namskkaram	Negative	trailer iragunnathinu mumba dislike adikkunnavarkk naduviral namskkaram	Negative
trailer ishtapettu like ittitundu june 14 kanam	Positive	trailer ishtapettu like ittitundu june 14 kanam	Positive
njan lalettan fan aanu enthayalum mammukkaa polikkatte	Positive	njan lalettan fan aanu enthayalum mammukkaa polikkatte	Positive
ikaa velya promotiononum nilkathey abhinayikunna padankal hitakunna maanthrikan	Positive	ikaa velya promotiononum nilkathey abhinayikunna padankal hitakunna maanthrikan	Positive
gangster vannu thakarthu ini monsterinte oozham l	Positive	gangster vannu thakarthu ini monsterinte oozham l	Positive
mammooka back ennu payunna comments nodu eka evideyum poyitilla thirichuvaran	unknown_state	mammooka back ennu payunna comments nodu eka evideyum poyitilla thirichuvaran	Mixed_feelings
villan aayi suresh gopi venam aayirunnu	Positive	villan aayi suresh gopi venam aayirunnu	Mixed_feelings
trailer kandu lalettaa cinema super hit avum all the best to you lalettaa	Positive	trailer kandu lalettaa cinema super hit avum all the best to you lalettaa	Positive
this is gonna be an epic mammookka	not-malayalam	this is gonna be an epic mammookka	not-malayalam
enganeyund padam genuine rply pls paisaku kurachu kshamamulla timaanu kaashu povo	unknown_state	enganeyund padam genuine rply pls paisaku kurachu kshamamulla timaanu kaashu povo	unknown_state
watch this if u r malayali	not-malayalam	watch this if u r malayali	not-malayalam
youtube is hang madhura raja	unknown_state	youtube is hang madhura raja	not-malayalam
ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa	Positive	ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa	Positive
vazhthukal malayalam cinema	Positive	vazhthukal malayalam cinema	not-malayalam
1989 oru vadakan veerakadha 2009 kerala varma pazhassiraja 2019 mamangam history repeats just one name is enough mammootty	not-malayalam	1989 oru vadakan veerakadha 2009 kerala varma pazhassiraja 2019 mamangam history repeats just one name is enough mammootty	not-malayalam
ithil dislike adichavarkkellam ente naduviral namaskkaram	Negative	ithil dislike adichavarkkellam ente naduviral namaskkaram	Negative
rip bahubali	not-malayalam	rip bahubali	not-malayalam
uff kidukkachi nalla rich feel	Positive	uff kidukkachi nalla rich feel	Positive
mammookka uff ijjathy trailer romanjam mathram	Positive	mammookka uff ijjathy trailer romanjam mathram	Positive
oru rakshayum illa trailer pwolichi padam maximum theatril thanne poi kanaan nokkum mohanlal fan	Positive	oru rakshayum illa trailer pwolichi padam maximum theatril thanne poi kanaan nokkum mohanlal fan	Positive
