text	category	text	category
dislikes pottavan ellam kujith aamai ammava ookuga kusuvam thukkudurai valga	Negative	dislikes pottavan ellam kujith aamai ammava ookuga kusuvam thukkudurai valga	Negative
viswasam bgm mathri iruku konjam enaku matum dha andha feel irukoo	Positive	viswasam bgm mathri iruku konjam enaku matum dha andha feel irukoo	Positive
srk khan movie zero best tairlor	Positive	srk khan movie zero best tairlor	Positive
bro enna bro ithu sema ge	Positive	bro enna bro ithu sema ge	not-Tamil
adengapa innum nooru varsam alnalum thalaivar gethu than poga	Positive	adengapa innum nooru varsam alnalum thalaivar gethu than poga	Positive
engada kanum enga thalaivana vijay sethupathi engal makkal selvatha kanum appuram enna maythukku ithu	Positive	engada kanum enga thalaivana vijay sethupathi engal makkal selvatha kanum appuram enna maythukku ithu	Negative
indha maadhri dhairiyasaalinga eppayaachu dhaa porappan avana payanpaduthikravan dhaan buthisaali well said our dhanush vetrimaraan combo is an example of this	Positive	indha maadhri dhairiyasaalinga eppayaachu dhaa porappan avana payanpaduthikravan dhaan buthisaali well said our dhanush vetrimaraan combo is an example of this	Positive
ithuthaan thalaivar padam thalaivar mass romba nalaiku appuram oru tharamana rajini sir parthuruken	Positive	ithuthaan thalaivar padam thalaivar mass romba nalaiku appuram oru tharamana rajini sir parthuruken	Positive
enna bha trailer starting la marvel lam varuthu	Positive	enna bha trailer starting la marvel lam varuthu	Positive
10 vatti parthuten thalaivar style ah parkkave mass thalaiva music nalla irukku	Positive	10 vatti parthuten thalaivar style ah parkkave mass thalaiva music nalla irukku	Positive
october release aa november aachu daa	Positive	october release aa november aachu daa	Negative
matha movie vida super ahh erukum nunanaikaren	Positive	matha movie vida super ahh erukum nunanaikaren	Positive
karthik suppuraj ni theivam ya sonnatha senjita ni thalaivar veriyan	Positive	karthik suppuraj ni theivam ya sonnatha senjita ni thalaivar veriyan	Positive
sankar sir ki oka like please	Positive	sankar sir ki oka like please	Mixed_feelings
oruthar mela visvasam katrathanala innorthar yen verukirigga thala rocks	Positive	oruthar mela visvasam katrathanala innorthar yen verukirigga thala rocks	Positive
vijay sethupathy anna veriyan like here	Positive	vijay sethupathy anna veriyan like here	unknown_state
oru varshathuku 10 padam edukura mudhal hero	Positive	oru varshathuku 10 padam edukura mudhal hero	Positive
asuran movie vetri pera congratulation to thala fans	Positive	asuran movie vetri pera congratulation to thala fans	Positive
yaralam viswasam side lenthu pett a side marninga comment panungo	Positive	yaralam viswasam side lenthu pett a side marninga comment panungo	unknown_state
super thalaiva super unna eppadi pathu ronba nalachi weldon karthik suppuraj and petta team	Positive	super thalaiva super unna eppadi pathu ronba nalachi weldon karthik suppuraj and petta team	Positive
akshara hasan acting is not ur thing seriously	Positive	akshara hasan acting is not ur thing seriously	Negative
shakthi man nu sonna udane 90s kitnu niyabgham vanthavangha hit like	Positive	shakthi man nu sonna udane 90s kitnu niyabgham vanthavangha hit like	Positive
feel like yalam avan seiyal movie let see valthukal	Positive	feel like yalam avan seiyal movie let see valthukal	Negative
petta semaya poingudhu poingalukku sweet tha	Positive	petta semaya poingudhu poingalukku sweet tha	Positive
endrum engala oraee superstar ne than thalaivaa	Positive	endrum engala oraee superstar ne than thalaivaa	Positive
enptku aprom petta nadichanga megha aksh pettaya rls aga poguthu enpt eppavo	unknown_state	enptku aprom petta nadichanga megha aksh pettaya rls aga poguthu enpt eppavo	unknown_state
romba nal aparam ajith ah normal ah pakaran siva oda build up illama tharamana trailer	Positive	romba nal aparam ajith ah normal ah pakaran siva oda build up illama tharamana trailer	Positive
sema na inime sk fan	Positive	sema na inime sk fan	Positive
thalaivar varoporaar jonjo odhingiru odi padhungiru varadhu thalaivar petta paraak	Positive	thalaivar varoporaar jonjo odhingiru odi padhungiru varadhu thalaivar petta paraak	Positive
chinna pasanga kuda imaiyamalai yen compare pandringa	Positive	chinna pasanga kuda imaiyamalai yen compare pandringa	Positive
kaithi vs bigil vs sangathamizhan	Positive	kaithi vs bigil vs sangathamizhan	Positive
super talwar chiyaan vikram marana mass	Positive	super talwar chiyaan vikram marana mass	Positive
viswasam sirutha siva senjitaan who agree	Positive	viswasam sirutha siva senjitaan who agree	Negative
k ramachandran in 96 m g ramachandran	Positive	k ramachandran in 96 m g ramachandran	unknown_state
thalaivar than mass evanalum thalaivar itathai pitikka mutiyathu	Positive	thalaivar than mass evanalum thalaivar itathai pitikka mutiyathu	Mixed_feelings
2 18 it reminds murattu kaala s rajini	Positive	2 18 it reminds murattu kaala s rajini	Positive
thalaiva ungaluku vayase ahala thalaiva marana mass thalaiva waitinglaye veriyahuthe	Positive	thalaiva ungaluku vayase ahala thalaiva marana mass thalaiva waitinglaye veriyahuthe	Positive
enth look aado oru raksha ella	Positive	enth look aado oru raksha ella	Positive
bgm kagava padathuku ponnum da yeppaa	Positive	bgm kagava padathuku ponnum da yeppaa	Positive
1m likes vara varaikum very thanama than irupen	Positive	1m likes vara varaikum very thanama than irupen	Positive
viswasam trailer enga daaww kola veri la irukan	Positive	viswasam trailer enga daaww kola veri la irukan	Positive
what ah speech thala ajith kumar	Positive	what ah speech thala ajith kumar	Positive
keladu punda magan ali punda ajith	Negative	keladu punda magan ali punda ajith	Negative
loving it is it going hindi	Positive	loving it is it going hindi	Positive
dhepawali ku release panna super iruguem	Positive	dhepawali ku release panna super iruguem	unknown_state
super ultimate star thala ajith kumar	Positive	super ultimate star thala ajith kumar	Positive
petta paraak last black shirt therii thalaivaa	Positive	petta paraak last black shirt therii thalaivaa	Negative
international level ka film hai jisne dislike kiya hai woh indian cinema ka dushman hai	Positive	international level ka film hai jisne dislike kiya hai woh indian cinema ka dushman hai	not-Tamil
vetri dhanush gv prakash trumpet bgm	Positive	vetri dhanush gv prakash trumpet bgm	Positive
3dla paakamalae ivlo nalla iruku appo 3dla epdi irukum	Positive	3dla paakamalae ivlo nalla iruku appo 3dla epdi irukum	Mixed_feelings
thala sila per kasukaga yendha kadhayaiyum choose panni nadikuranga nee mattum dhan thala samuthayathu kaga nadikiringa vera level trailor	Positive	thala sila per kasukaga yendha kadhayaiyum choose panni nadikuranga nee mattum dhan thala samuthayathu kaga nadikiringa vera level trailor	Positive
kaithi padam paathuttu nallarkkunu solravanga mattum like pannunga	Positive	kaithi padam paathuttu nallarkkunu solravanga mattum like pannunga	Positive
ee myran enthoru fans power aadey	Positive	ee myran enthoru fans power aadey	Positive
siva anna super put not important	Positive	siva anna super put not important	Mixed_feelings
zero faltu hain lekin 2 0 joss hain	not-malayalam/tamil	zero faltu hain lekin 2 0 joss hain	not-Tamil
super super super tala tala tala	Positive	super super super tala tala tala	Positive
thalaiva neenga eppoyem super star tha mass	Positive	thalaiva neenga eppoyem super star tha mass	Positive
padam na idhu padam mass	Positive	padam na idhu padam mass	Positive
knjam body maintain panna inum nalla iruparu	Positive	knjam body maintain panna inum nalla iruparu	Mixed_feelings
mobile chor bna dala akki ko	Positive	mobile chor bna dala akki ko	not-Tamil
ultimate star thala fans like panunga	Positive	ultimate star thala fans like panunga	Positive
theme music visvasam konjam pidsuru thattuthu marrijavan ku mattum case pottinglaa ithukkum podunga da	Positive	theme music visvasam konjam pidsuru thattuthu marrijavan ku mattum case pottinglaa ithukkum podunga da	Positive
hindi me kab a rha ha	not-malayalam/tamil	hindi me kab a rha ha	not-Tamil
thalaa semma trailer new avatharam ajith sir	Positive	thalaa semma trailer new avatharam ajith sir	Positive
trailer ku teaser paravala nanaikuravaga oru like poduga	Positive	trailer ku teaser paravala nanaikuravaga oru like poduga	Negative
thala fanz lam yenga poniga comments low ah agudu	Positive	thala fanz lam yenga poniga comments low ah agudu	Positive
irumbhuthurai maari indha movie super block buster agumnu solluravanga like here	Positive	irumbhuthurai maari indha movie super block buster agumnu solluravanga like here	Mixed_feelings
apadiyalam nadakathu nadakavum kodathu mass scene	Positive	apadiyalam nadakathu nadakavum kodathu mass scene	Positive
innum neraya neraya nerya neraya views varanum thala rock	Positive	innum neraya neraya nerya neraya views varanum thala rock	Positive
love ajith from andhra pradesh karnataka	Positive	love ajith from andhra pradesh karnataka	Positive
intha mari pongalku la apdi tha nadakum apdila nadakathu nadaka kudathu love you thala	Positive	intha mari pongalku la apdi tha nadakum apdila nadakathu nadaka kudathu love you thala	Positive
eppadi neraya nereya neraya thala sollum bodhu gooshbumbs ah eruku i love thala only	Positive	eppadi neraya nereya neraya thala sollum bodhu gooshbumbs ah eruku i love thala only	Positive
24k potta pasanga vandhu paathutu poirkaanga	Positive	24k potta pasanga vandhu paathutu poirkaanga	Negative
bhai gazab ab ye movie hila dega pure bollywood ko	not-malayalam/tamil	bhai gazab ab ye movie hila dega pure bollywood ko	not-Tamil
hey vidya bhalan engaya trailer full ah kanam	Positive	hey vidya bhalan engaya trailer full ah kanam	Positive
deii ennada panni vachi irukeenga	Positive	deii ennada panni vachi irukeenga	Positive
3 times kku mela pathavanga yarellam like pannunga	Positive	3 times kku mela pathavanga yarellam like pannunga	Negative
i am andra ajith big fan bro	Positive	i am andra ajith big fan bro	Positive
intha dhesiya viruthu award asuranukku than kandipla mass ah varom	Positive	intha dhesiya viruthu award asuranukku than kandipla mass ah varom	Positive
avengers end game a keduthan ippa director pariu kuduka pooran	Positive	avengers end game a keduthan ippa director pariu kuduka pooran	Negative
thalaivar enrum oruvar thaan avar rajini sir thaan	Positive	thalaivar enrum oruvar thaan avar rajini sir thaan	Positive
11 maniku sollitu 10 30 ku vitanungaley	Positive	11 maniku sollitu 10 30 ku vitanungaley	Positive
dai intha mari padam already neraya paathachu	Positive	dai intha mari padam already neraya paathachu	Positive
aama mr pandey inga enna panraru	Positive	aama mr pandey inga enna panraru	Positive
apa kandipa thalapathy 64 miratta podhu	Positive	apa kandipa thalapathy 64 miratta podhu	Positive
vera level thalaivar tha eppavum mass	Positive	vera level thalaivar tha eppavum mass	Positive
innum one week trending la tha irrukanum	Positive	innum one week trending la tha irrukanum	Positive
oonkala ennaku pittikoum but romba thabana time la movie vittuthinka	Positive	oonkala ennaku pittikoum but romba thabana time la movie vittuthinka	Negative
sathiyama solren adichu underwearoda voda vitruven pona manam thirupi varathu	Positive	sathiyama solren adichu underwearoda voda vitruven pona manam thirupi varathu	Negative
semma mass ahh iruku padatha release pannunga pa wait panna mutiyaala	Positive	semma mass ahh iruku padatha release pannunga pa wait panna mutiyaala	Positive
bahubali 2 vs 2 0 rajamouli vs shankar maragatha mani vs a r rahman	Positive	bahubali 2 vs 2 0 rajamouli vs shankar maragatha mani vs a r rahman	Mixed_feelings
super super super rajani mass ss	Positive	super super super rajani mass ss	Positive
again again trailer pathute commands padikuravanga oru like podunga	Positive	again again trailer pathute commands padikuravanga oru like podunga	Positive
any pigil pans hit like	Positive	any pigil pans hit like	unknown_state
evana pakka chinna paiyan marri irukkan f girl	Positive	evana pakka chinna paiyan marri irukkan f girl	Positive
climax music kekkumpodhu appdiye goosebumps start aagudhu thanks yuvan anna	Positive	climax music kekkumpodhu appdiye goosebumps start aagudhu thanks yuvan anna	Positive
pura aloga chinta dhara ro cinema eta ku oscar trailer aka mili jiba kotha	Positive	pura aloga chinta dhara ro cinema eta ku oscar trailer aka mili jiba kotha	Mixed_feelings
thala king getha vaa thala un rasikargal irukkanga	Positive	thala king getha vaa thala un rasikargal irukkanga	Positive
trailer link ah therinjavanga ellarukum share pannunga fans	Positive	trailer link ah therinjavanga ellarukum share pannunga fans	Positive
anna nuvvu kottu super hit ikkada andhraa helo bros hit like here	Positive	anna nuvvu kottu super hit ikkada andhraa helo bros hit like here	unknown_state
hit like for action king arjun sarja	Positive	hit like for action king arjun sarja	Positive
thalapathy fans yaaru nkp trailer pakka vantheenga	Positive	thalapathy fans yaaru nkp trailer pakka vantheenga	Positive
this is remake of pink hindi flim bigg boss abirami ka badhila tapsee ya vey potrkalam	Positive	this is remake of pink hindi flim bigg boss abirami ka badhila tapsee ya vey potrkalam	Positive
neraiya neraiya neraiya neraiya neraiya thadava paathavunga like pannunga bss	Positive	neraiya neraiya neraiya neraiya neraiya thadava paathavunga like pannunga bss	Positive
phaa ithukey ipdinaa namba thalapathy ku epdi irukumm verithano verrithanoo	Positive	phaa ithukey ipdinaa namba thalapathy ku epdi irukumm verithano verrithanoo	Mixed_feelings
